Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2017-05-12T18:00:00Z,"SPY",2017-05-12T19:00:00Z,Sell,207.217478874,207.217478874,962,0,9.62,-75.07,108.44,183.51,0,"	1,2" 
2017-05-12T19:30:00Z,"SPY",2017-05-12T19:58:00Z,Sell,207.087415179,207.226149787,963,-133.6,9.63,-133.6,58.45,192.05,0,"	3,4" 
2017-05-15T14:00:00Z,"SPY",2017-05-15T18:30:00Z,Buy,208.127924739,208.049886522,957,-74.68,9.57,-74.68,323.62,398.31,0,"	5,6" 
2017-05-15T19:00:00Z,"SPY",2017-05-15T19:30:00Z,Buy,208.101912,208.153937478,956,49.74,9.56,0,99.47,58.03,1,"	7,8" 
2017-05-16T18:00:00Z,"SPY",2017-05-16T19:30:00Z,Sell,208.084570174,208.171279304,956,-82.89,9.56,-82.89,99.47,182.37,0,"	9,10" 
2017-05-17T15:00:00Z,"SPY",2017-05-17T16:00:00Z,Sell,205.535321752,206.142285662,967,-586.93,9.67,-586.93,100.62,687.55,0,"	11,12" 
2017-05-17T16:30:00Z,"SPY",2017-05-17T19:58:00Z,Sell,205.795449142,204.512154018,960,1231.96,9.6,-258.05,1231.96,632.63,1,"	13,14" 
2017-05-18T14:30:00Z,"SPY",2017-05-18T16:00:00Z,Buy,205.292536188,204.780952321,975,-498.79,9.75,-498.79,177.54,676.33,0,"	15,16" 
2017-05-18T16:30:00Z,"SPY",2017-05-18T17:30:00Z,Buy,204.928357842,204.815635973,971,-109.45,9.71,-193.65,218.91,412.55,0,"	17,18" 
2017-05-18T18:00:00Z,"SPY",2017-05-18T19:58:00Z,Buy,205.266523449,205.361903492,969,92.42,9.69,0,831.81,739.39,1,"	19,20" 
2017-05-19T14:00:00Z,"SPY",2017-05-19T19:30:00Z,Buy,206.3677294,206.575831312,964,200.61,9.64,0,877.67,702.14,1,"	21,22" 
2017-05-22T14:00:00Z,"SPY",2017-05-22T14:30:00Z,Buy,207.442922612,207.382226221,961,-58.33,9.61,-141.66,99.99,241.65,0,"	23,24" 
2017-05-22T16:30:00Z,"SPY",2017-05-22T17:00:00Z,Buy,207.659695437,207.572986307,959,-83.15,9.59,-83.15,24.95,108.1,0,"	25,26" 
2017-05-25T15:30:00Z,"SPY",2017-05-25T16:00:00Z,Buy,209.697359992,209.359194385,949,-320.92,9.49,-320.92,32.91,353.83,0,"	27,28" 
2017-05-25T17:00:00Z,"SPY",2017-05-25T17:30:00Z,Buy,209.723372731,209.567296297,946,-147.65,9.46,-155.85,0,155.85,0,"	29,30" 
2017-05-25T18:00:00Z,"SPY",2017-05-25T18:30:00Z,Buy,209.680018166,209.654005427,945,-24.58,9.45,-90.13,32.78,90.13,0,"	31,32" 
2017-05-31T14:00:00Z,"SPY",2017-05-31T15:00:00Z,Sell,208.942990561,209.272485255,948,-312.36,9.48,-320.58,238.38,558.96,0,"	33,34" 
2017-05-31T16:00:00Z,"SPY",2017-05-31T16:30:00Z,Sell,209.038370604,209.05571243,944,-16.37,9.44,-139.15,0,139.15,0,"	35,36" 
2017-05-31T17:00:00Z,"SPY",2017-05-31T17:30:00Z,Sell,208.9690033,209.003686952,944,-32.74,9.44,-245.56,8.19,245.56,0,"	37,38" 
2017-06-01T17:00:00Z,"SPY",2017-06-01T19:58:00Z,Buy,210.417045771,210.815907769,937,373.73,9.37,0,381.86,211.24,1,"	39,40" 
2017-06-02T16:00:00Z,"SPY",2017-06-02T18:30:00Z,Buy,211.604960852,211.535593548,935,-64.86,9.35,-121.61,186.47,251.33,0,"	41,42" 
2017-06-02T19:30:00Z,"SPY",2017-06-02T19:58:00Z,Buy,211.709011808,211.604960852,934,-97.18,9.34,-129.58,129.58,259.16,0,"	43,44" 
2017-06-08T14:30:00Z,"SPY",2017-06-08T15:00:00Z,Sell,210.96331329,211.206098854,937,-227.49,9.37,-308.74,0,308.74,0,"	45,46" 
2017-06-09T14:00:00Z,"SPY",2017-06-09T16:30:00Z,Buy,211.986481024,211.839075503,930,-137.09,9.3,-233.85,403.2,637.05,0,"	47,48" 
2017-06-09T18:00:00Z,"SPY",2017-06-09T18:30:00Z,Sell,210.945971464,211.076035159,933,-121.35,9.33,-323.6,0,323.6,0,"	49,50" 
2017-06-09T19:00:00Z,"SPY",2017-06-09T19:30:00Z,Sell,210.234956598,211.128060637,935,-835.05,9.35,-835.05,0,835.05,0,"	51,52" 
2017-06-12T14:00:00Z,"SPY",2017-06-12T15:00:00Z,Sell,210.365020293,210.772553204,926,-377.38,9.26,-401.46,120.44,521.9,0,"	53,54" 
2017-06-12T16:30:00Z,"SPY",2017-06-12T17:30:00Z,Sell,210.425716684,210.581793118,922,-143.9,9.22,-143.9,159.89,303.79,0,"	55,56" 
2017-06-12T18:00:00Z,"SPY",2017-06-12T19:00:00Z,Sell,210.278311163,210.677173161,922,-367.75,9.22,-431.71,0,431.71,0,"	57,58" 
2017-06-13T17:30:00Z,"SPY",2017-06-13T18:00:00Z,Buy,211.934455546,211.839075503,911,-86.89,9.11,-189.58,0,189.58,0,"	59,60" 
2017-06-13T18:30:00Z,"SPY",2017-06-13T19:00:00Z,Buy,211.891100981,211.847746416,910,-39.45,9.1,-94.69,55.23,149.92,0,"	61,62" 
2017-06-13T19:30:00Z,"SPY",2017-06-13T19:58:00Z,Buy,212.073190154,211.813062764,909,-236.46,9.09,-236.46,7.88,244.34,0,"	63,64" 
2017-06-14T15:00:00Z,"SPY",2017-06-14T16:00:00Z,Sell,211.682999069,211.865088242,908,-165.34,9.08,-173.21,31.49,204.7,0,"	65,66" 
2017-06-14T19:00:00Z,"SPY",2017-06-14T19:58:00Z,Sell,211.318820723,211.74369546,908,-385.79,9.08,-503.88,236.2,740.08,0,"	67,68" 
2017-06-16T14:00:00Z,"SPY",2017-06-16T16:00:00Z,Sell,211.01361362,211.10074452,906,-78.94,9.06,-78.94,410.49,489.43,0,"	69,70" 
2017-06-19T14:30:00Z,"SPY",2017-06-19T19:00:00Z,Buy,212.92178033,212.79979707,897,-109.42,8.97,-218.84,226.65,375.15,0,"	71,72" 
2017-06-19T19:30:00Z,"SPY",2017-06-19T19:58:00Z,Buy,212.96534578,213.05247668,896,78.07,8.96,-31.23,202.98,124.91,1,"	73,74" 
2017-06-20T14:00:00Z,"SPY",2017-06-20T14:30:00Z,Sell,212.45998656,212.49483892,898,-31.3,8.98,-187.78,46.95,234.73,0,"	75,76" 
2017-06-20T15:30:00Z,"SPY",2017-06-20T17:00:00Z,Sell,212.40770802,212.40770802,898,0,8.98,-93.89,273.85,281.68,0,"	77,78" 
2017-06-20T17:30:00Z,"SPY",2017-06-20T19:58:00Z,Sell,212.31186403,211.79779172,898,461.64,8.98,-101.72,524.23,242.55,1,"	79,80" 
2017-06-22T15:30:00Z,"SPY",2017-06-22T16:30:00Z,Buy,212.10274987,211.95462734,904,-133.9,9.04,-212.67,0,212.67,0,"	81,82" 
2017-06-22T17:30:00Z,"SPY",2017-06-22T18:00:00Z,Buy,212.10274987,212.06789751,902,-31.44,9.02,-62.87,7.86,70.73,0,"	83,84" 
2017-06-23T15:00:00Z,"SPY",2017-06-23T15:30:00Z,Buy,211.93720116,211.96334043,903,23.6,9.03,-39.34,78.68,118.02,1,"	85,86" 
2017-06-23T16:00:00Z,"SPY",2017-06-23T17:00:00Z,Buy,211.99819279,211.99819279,902,0,9.02,-39.3,125.75,125.75,0,"	87,88" 
2017-06-23T17:30:00Z,"SPY",2017-06-23T18:30:00Z,Buy,212.02433206,211.93720116,902,-78.59,9.02,-78.59,133.61,212.2,0,"	89,90" 
2017-06-26T14:00:00Z,"SPY",2017-06-26T14:30:00Z,Buy,212.91306724,212.74751853,898,-148.66,8.98,-266.03,0,266.03,0,"	91,92" 
2017-06-27T18:00:00Z,"SPY",2017-06-27T19:58:00Z,Sell,210.96133508,210.42983659,904,480.47,9.04,-196.92,511.98,472.6,1,"	93,94" 
2017-06-28T15:00:00Z,"SPY",2017-06-28T19:58:00Z,Buy,211.84135717,212.12888914,905,260.22,9.05,-39.43,449.46,260.22,1,"	95,96" 
2017-06-29T14:00:00Z,"SPY",2017-06-29T19:58:00Z,Sell,211.65838228,210.46468895,908,1083.87,9.08,-47.47,2302.24,1526.92,1,"	97,98" 
2017-07-06T14:00:00Z,"SPY",2017-07-06T15:30:00Z,Sell,210.23814861,210.43854968,925,-185.37,9.25,-298.21,282.09,580.29,0,"	99,100" 
2017-07-06T18:30:00Z,"SPY",2017-07-06T19:58:00Z,Sell,210.10745226,209.66308467,923,410.15,9.23,0,603.16,233.22,1,"	101,102" 
2017-07-07T15:30:00Z,"SPY",2017-07-07T19:58:00Z,Buy,210.61281148,211.02232671,925,378.8,9.25,-8.06,443.28,257.91,1,"	103,104" 
2017-07-11T15:30:00Z,"SPY",2017-07-11T16:00:00Z,Sell,210.22072243,210.69122929,930,-437.57,9.3,-486.19,0,486.19,0,"	105,106" 
2017-07-12T14:00:00Z,"SPY",2017-07-12T15:00:00Z,Buy,212.49483892,212.28572476,916,-191.55,9.16,-191.55,143.66,335.21,0,"	107,108" 
2017-07-12T18:00:00Z,"SPY",2017-07-12T19:58:00Z,Buy,212.66038763,212.59068291,913,-63.64,9.13,-95.46,87.51,182.97,0,"	109,110" 
2017-07-14T14:00:00Z,"SPY",2017-07-14T14:30:00Z,Buy,213.23545157,213.23545157,910,0,9.1,-111,55.5,111,0,"	111,112" 
2017-07-14T15:00:00Z,"SPY",2017-07-14T15:30:00Z,Buy,213.34000865,213.27901702,910,-55.5,9.1,-118.93,23.79,126.86,0,"	113,114" 
2017-07-14T17:00:00Z,"SPY",2017-07-14T19:58:00Z,Buy,213.6449668,214.00220349,908,324.37,9.08,-15.82,585.45,292.72,1,"	115,116" 
2017-07-19T14:00:00Z,"SPY",2017-07-19T14:30:00Z,Buy,214.68182451,214.6034067,906,-71.05,9.06,-126.3,86.83,213.14,0,"	117,118" 
2017-07-19T18:30:00Z,"SPY",2017-07-19T19:58:00Z,Buy,215.06520047,215.10005283,904,31.51,9.04,-55.14,102.4,94.52,1,"	119,120" 
2017-07-24T14:30:00Z,"SPY",2017-07-24T16:00:00Z,Sell,214.73410305,214.83866013,906,-94.73,9.06,-102.62,86.83,189.46,0,"	121,122" 
2017-07-27T17:30:00Z,"SPY",2017-07-27T19:58:00Z,Sell,214.62954597,215.10876592,905,-433.69,9.05,-528.32,425.81,954.13,0,"	123,124" 
2017-07-28T14:30:00Z,"SPY",2017-07-28T15:30:00Z,Sell,214.64697215,214.74281614,901,-86.36,9.01,-188.41,86.36,274.77,0,"	125,126" 
2017-08-02T14:30:00Z,"SPY",2017-08-02T17:30:00Z,Sell,214.93450412,215.16104446,899,-203.66,8.99,-227.16,219.33,446.48,0,"	127,128" 
2017-08-03T14:00:00Z,"SPY",2017-08-03T14:30:00Z,Sell,215.19589682,215.40501098,896,-187.37,8.96,-187.37,46.84,234.21,0,"	129,130" 
2017-08-03T16:00:00Z,"SPY",2017-08-03T16:30:00Z,Sell,215.16104446,215.3004539,894,-124.63,8.94,-124.63,23.37,148,0,"	131,132" 
2017-08-07T19:30:00Z,"SPY",2017-08-07T19:58:00Z,Buy,215.97136183,215.95393565,890,-15.51,8.9,-108.57,0,108.57,0,"	133,134" 
