Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2017-05-25T17:00:00Z,"SPY",2017-05-25T17:40:00Z,Buy,209.723372731,209.515270819,948,-197.28,9.48,-246.6,0,246.6,0,"	25,26" 
2017-05-25T18:00:00Z,"SPY",2017-05-25T18:20:00Z,Buy,209.680018166,209.627992688,946,-49.22,9.46,-90.23,0,90.23,0,"	27,28" 
2017-05-31T14:00:00Z,"SPY",2017-05-31T14:50:00Z,Sell,208.942990561,209.14242156,949,-189.26,9.49,-222.17,238.63,460.81,0,"	29,30" 
2017-05-31T16:00:00Z,"SPY",2017-05-31T16:20:00Z,Sell,209.038370604,209.133750647,947,-90.32,9.47,-139.59,0,139.59,0,"	31,32" 
2017-05-31T17:00:00Z,"SPY",2017-05-31T17:20:00Z,Sell,208.9690033,209.029699691,946,-57.42,9.46,-246.08,0,246.08,0,"	33,34" 
2017-06-01T17:00:00Z,"SPY",2017-06-01T19:58:00Z,Buy,210.417045771,210.815907769,939,374.53,9.39,0,382.67,211.69,1,"	35,36" 
2017-06-02T16:00:00Z,"SPY",2017-06-02T18:45:00Z,Buy,211.604960852,211.561606287,937,-40.62,9.37,-121.87,186.87,243.74,0,"	37,38" 
2017-06-02T19:30:00Z,"SPY",2017-06-02T19:58:00Z,Buy,211.709011808,211.604960852,936,-97.39,9.36,-129.86,129.86,259.71,0,"	39,40" 
2017-06-08T14:30:00Z,"SPY",2017-06-08T14:50:00Z,Sell,210.96331329,211.249453419,938,-268.4,9.38,-268.4,0,268.4,0,"	41,42" 
2017-06-09T14:00:00Z,"SPY",2017-06-09T16:30:00Z,Buy,211.986481024,211.839075503,931,-137.23,9.31,-234.11,403.63,637.74,0,"	43,44" 
2017-06-09T18:00:00Z,"SPY",2017-06-09T18:20:00Z,Sell,210.945971464,211.232111593,934,-267.25,9.34,-291.55,0,291.55,0,"	45,46" 
2017-06-09T19:00:00Z,"SPY",2017-06-09T19:58:00Z,Sell,210.234956598,211.128060637,935,-835.05,9.35,-835.05,0,835.05,0,"	47,48" 
2017-06-12T14:00:00Z,"SPY",2017-06-12T15:00:00Z,Sell,210.365020293,210.772553204,926,-377.38,9.26,-401.46,120.44,521.9,0,"	49,50" 
2017-06-12T16:30:00Z,"SPY",2017-06-12T17:30:00Z,Sell,210.425716684,210.581793118,922,-143.9,9.22,-143.9,159.89,303.79,0,"	51,52" 
2017-06-12T18:00:00Z,"SPY",2017-06-12T18:50:00Z,Sell,210.278311163,210.668502248,922,-359.76,9.22,-431.71,0,431.71,0,"	53,54" 
2017-06-13T17:30:00Z,"SPY",2017-06-13T18:00:00Z,Buy,211.934455546,211.839075503,911,-86.89,9.11,-189.58,0,189.58,0,"	55,56" 
2017-06-13T18:30:00Z,"SPY",2017-06-13T19:05:00Z,Buy,211.891100981,211.821733677,910,-63.12,9.1,-94.69,55.23,149.92,0,"	57,58" 
2017-06-13T19:30:00Z,"SPY",2017-06-13T19:58:00Z,Buy,212.073190154,211.813062764,909,-236.46,9.09,-236.46,7.88,244.34,0,"	59,60" 
2017-06-14T15:00:00Z,"SPY",2017-06-14T16:45:00Z,Sell,211.682999069,211.951797372,908,-244.07,9.08,-251.94,31.49,283.43,0,"	61,62" 
2017-06-14T19:00:00Z,"SPY",2017-06-14T19:58:00Z,Sell,211.318820723,211.74369546,907,-385.36,9.07,-503.33,235.94,739.26,0,"	63,64" 
2017-06-16T14:00:00Z,"SPY",2017-06-16T15:50:00Z,Sell,211.01361362,210.95262199,905,55.2,9.05,-23.66,410.04,433.69,1,"	65,66" 
2017-06-19T14:30:00Z,"SPY",2017-06-19T19:58:00Z,Buy,212.92178033,213.05247668,897,117.23,8.97,-218.84,242.28,375.15,1,"	67,68" 
2017-06-20T14:00:00Z,"SPY",2017-06-20T14:25:00Z,Sell,212.45998656,212.599396,900,-125.47,9,-188.2,47.05,235.25,0,"	69,70" 
2017-06-20T15:30:00Z,"SPY",2017-06-20T17:15:00Z,Sell,212.40770802,212.38156875,899,23.5,8.99,-94,274.16,313.32,1,"	71,72" 
2017-06-20T17:30:00Z,"SPY",2017-06-20T19:58:00Z,Sell,212.31186403,211.79779172,900,462.67,9,-101.94,525.4,243.1,1,"	73,74" 
2017-06-22T15:30:00Z,"SPY",2017-06-22T15:50:00Z,Buy,212.10274987,211.98076661,905,-110.39,9.05,-173.48,0,173.48,0,"	75,76" 
2017-06-22T16:00:00Z,"SPY",2017-06-22T16:20:00Z,Buy,212.05918442,211.9023488,904,-141.78,9.04,-173.29,15.75,189.04,0,"	77,78" 
2017-06-22T17:30:00Z,"SPY",2017-06-22T18:35:00Z,Buy,212.10274987,211.97205352,902,-117.89,9.02,-117.89,15.72,133.61,0,"	79,80" 
2017-06-23T15:00:00Z,"SPY",2017-06-23T15:45:00Z,Buy,211.93720116,211.9023488,902,-31.44,9.02,-47.16,78.59,125.75,0,"	81,82" 
2017-06-23T16:00:00Z,"SPY",2017-06-23T17:15:00Z,Buy,211.99819279,211.95462734,901,-39.25,9.01,-54.95,125.61,180.56,0,"	83,84" 
2017-06-23T17:30:00Z,"SPY",2017-06-23T18:35:00Z,Buy,212.02433206,211.99819279,901,-23.55,9.01,-125.61,133.46,259.07,0,"	85,86" 
2017-06-26T14:00:00Z,"SPY",2017-06-26T14:20:00Z,Buy,212.91306724,212.64296145,897,-242.28,8.97,-265.73,0,265.73,0,"	87,88" 
2017-06-27T18:00:00Z,"SPY",2017-06-27T19:58:00Z,Sell,210.96133508,210.42983659,902,479.41,9.02,-196.48,510.85,471.55,1,"	89,90" 
2017-06-28T15:00:00Z,"SPY",2017-06-28T19:58:00Z,Buy,211.84135717,212.12888914,903,259.64,9.03,-39.34,448.47,259.64,1,"	91,92" 
2017-06-29T14:00:00Z,"SPY",2017-06-29T19:58:00Z,Sell,211.65838228,210.46468895,906,1081.49,9.06,-47.36,2297.17,1523.55,1,"	93,94" 
2017-07-06T14:00:00Z,"SPY",2017-07-06T15:45:00Z,Sell,210.23814861,210.57795912,923,-313.65,9.23,-353.86,281.48,635.33,0,"	95,96" 
2017-07-06T18:30:00Z,"SPY",2017-07-06T19:58:00Z,Sell,210.10745226,209.66308467,920,408.82,9.2,0,601.2,232.47,1,"	97,98" 
2017-07-07T15:30:00Z,"SPY",2017-07-07T19:58:00Z,Buy,210.61281148,211.02232671,922,377.57,9.22,-8.03,441.84,257.07,1,"	99,100" 
2017-07-11T15:30:00Z,"SPY",2017-07-11T16:05:00Z,Sell,210.22072243,210.71736856,927,-460.39,9.27,-508.85,0,508.85,0,"	101,102" 
2017-07-12T14:00:00Z,"SPY",2017-07-12T15:10:00Z,Buy,212.49483892,212.24215931,913,-230.7,9.13,-230.7,143.19,373.89,0,"	103,104" 
2017-07-12T18:00:00Z,"SPY",2017-07-12T19:58:00Z,Buy,212.66038763,212.59068291,910,-63.43,9.1,-95.15,87.22,182.36,0,"	105,106" 
2017-07-14T14:00:00Z,"SPY",2017-07-14T14:20:00Z,Buy,213.23545157,213.25287775,906,15.79,9.06,-110.52,47.36,110.52,1,"	107,108" 
2017-07-14T15:00:00Z,"SPY",2017-07-14T15:20:00Z,Buy,213.34000865,213.23545157,906,-94.73,9.06,-118.41,23.68,118.41,0,"	109,110" 
2017-07-14T17:00:00Z,"SPY",2017-07-14T19:58:00Z,Buy,213.6449668,214.00220349,904,322.94,9.04,-15.75,582.87,291.44,1,"	111,112" 
2017-07-19T14:00:00Z,"SPY",2017-07-19T14:30:00Z,Buy,214.68182451,214.6034067,902,-70.73,9.02,-125.75,86.45,212.2,0,"	113,114" 
2017-07-19T18:30:00Z,"SPY",2017-07-19T19:58:00Z,Buy,215.06520047,215.10005283,900,31.37,9,-54.89,101.94,94.1,1,"	115,116" 
2017-07-24T14:30:00Z,"SPY",2017-07-24T15:50:00Z,Sell,214.73410305,214.80380777,902,-62.87,9.02,-78.59,86.45,165.04,0,"	117,118" 
2017-07-27T17:30:00Z,"SPY",2017-07-27T19:58:00Z,Sell,214.62954597,215.10876592,901,-431.78,9.01,-525.98,423.93,949.91,0,"	119,120" 
2017-07-28T14:30:00Z,"SPY",2017-07-28T15:25:00Z,Sell,214.64697215,214.79509468,897,-132.87,8.97,-187.58,85.97,273.55,0,"	121,122" 
2017-08-02T14:30:00Z,"SPY",2017-08-02T17:45:00Z,Sell,214.93450412,215.34401935,895,-366.52,8.95,-366.52,218.35,584.87,0,"	123,124" 
2017-08-03T14:00:00Z,"SPY",2017-08-03T14:40:00Z,Sell,215.19589682,215.33530626,890,-124.07,8.9,-240.39,46.53,286.92,0,"	125,126" 
2017-08-03T16:00:00Z,"SPY",2017-08-03T16:40:00Z,Sell,215.16104446,215.3004539,889,-123.93,8.89,-123.93,23.24,147.17,0,"	127,128" 
2017-08-07T19:30:00Z,"SPY",2017-08-07T19:50:00Z,Buy,215.97136183,215.90165711,885,-61.69,8.85,-107.96,0,107.96,0,"	129,130" 
2017-08-08T15:00:00Z,"SPY",2017-08-08T17:45:00Z,Buy,216.35473779,216.1717629,882,-161.38,8.82,-292.03,422.67,714.7,0,"	131,132" 
2017-08-10T14:00:00Z,"SPY",2017-08-10T19:58:00Z,Sell,214.22874383,212.4251342,889,1603.41,8.89,0,1634.39,720.37,1,"	133,134" 
2017-08-11T14:30:00Z,"SPY",2017-08-11T15:40:00Z,Buy,212.98277196,212.88692797,910,-87.22,9.1,-285.44,269.58,555.02,0,"	135,136" 
2017-08-14T14:00:00Z,"SPY",2017-08-14T19:58:00Z,Buy,214.50756271,214.89093867,902,345.81,9.02,-15.72,455.83,369.38,1,"	137,138" 
2017-08-17T14:30:00Z,"SPY",2017-08-17T15:20:00Z,Sell,213.85408096,214.21131765,908,-324.37,9.08,-427.22,134.5,561.72,0,"	139,140" 
2017-08-17T15:30:00Z,"SPY",2017-08-17T19:58:00Z,Sell,213.97606422,211.94591425,904,1835.26,9.04,-70.89,1866.76,338.7,1,"	141,142" 
2017-08-18T14:00:00Z,"SPY",2017-08-18T14:20:00Z,Sell,211.03975289,211.47540739,934,-406.9,9.34,-626.63,0,626.63,0,"	143,144" 
2017-08-18T17:00:00Z,"SPY",2017-08-18T17:20:00Z,Buy,212.43384729,212.23344622,924,-185.17,9.24,-193.22,40.25,233.48,0,"	145,146" 
2017-08-21T14:00:00Z,"SPY",2017-08-21T15:00:00Z,Sell,211.13559688,211.30114559,928,-153.63,9.28,-185.97,363.86,549.83,0,"	147,148" 
2017-08-22T14:00:00Z,"SPY",2017-08-22T19:58:00Z,Buy,212.83464943,213.8192286,919,904.83,9.19,0,1072.98,192.18,1,"	149,150" 
2017-08-24T14:00:00Z,"SPY",2017-08-24T14:30:00Z,Sell,212.76494471,213.07861595,928,-291.09,9.28,-323.43,97.03,420.46,0,"	151,152" 
2017-08-24T15:30:00Z,"SPY",2017-08-24T16:00:00Z,Sell,212.66910072,212.79979707,925,-120.89,9.25,-120.89,209.55,330.44,0,"	153,154" 
2017-08-25T14:00:00Z,"SPY",2017-08-25T14:50:00Z,Buy,213.71467152,213.34000865,920,-344.69,9.2,-344.69,208.42,553.11,0,"	155,156" 
2017-08-30T15:00:00Z,"SPY",2017-08-30T15:50:00Z,Buy,213.88893332,213.85408096,916,-31.92,9.16,-111.74,71.83,111.74,0,"	157,158" 
2017-08-30T17:00:00Z,"SPY",2017-08-30T19:58:00Z,Buy,214.17646529,214.27230928,914,87.6,9.14,-55.75,406.15,461.9,1,"	159,160" 
2017-08-31T19:00:00Z,"SPY",2017-08-31T19:20:00Z,Buy,215.68382986,215.66640368,908,-15.82,9.08,-142.41,0,142.41,0,"	161,162" 
2017-09-05T15:30:00Z,"SPY",2017-09-05T15:55:00Z,Sell,214.87351249,214.96064339,912,-79.46,9.12,-166.87,0,166.87,0,"	163,164" 
2017-09-05T16:30:00Z,"SPY",2017-09-05T19:58:00Z,Sell,214.10676057,214.41171872,914,-278.73,9.14,-390.22,589.32,979.54,0,"	165,166" 
2017-09-11T14:00:00Z,"SPY",2017-09-11T19:58:00Z,Buy,216.54642577,217.03435881,901,439.63,9.01,-15.7,573.09,211.96,1,"	167,168" 
2017-09-18T14:00:00Z,"SPY",2017-09-18T14:55:00Z,Buy,218.903875,218.842581915,895,-54.86,8.95,-125.39,39.18,164.57,0,"	169,170" 
2017-09-20T18:30:00Z,"SPY",2017-09-20T19:05:00Z,Sell,218.212138755,218.562384955,898,-314.52,8.98,-385.29,94.36,479.64,0,"	171,172" 
2017-09-21T14:00:00Z,"SPY",2017-09-21T15:05:00Z,Sell,218.369749545,218.562384955,894,-172.22,8.94,-234.84,148.73,383.57,0,"	173,174" 
2017-09-25T15:00:00Z,"SPY",2017-09-25T19:40:00Z,Sell,217.6780133,217.844380245,895,-148.9,8.95,-219.43,336.98,556.41,0,"	175,176" 
2017-09-27T19:00:00Z,"SPY",2017-09-27T19:58:00Z,Buy,219.105266565,218.965168085,888,-124.41,8.88,-124.41,194.39,318.79,0,"	177,178" 
2017-09-28T18:00:00Z,"SPY",2017-09-28T18:35:00Z,Buy,219.262877355,219.13153503,886,-116.37,8.86,-131.89,15.52,147.4,0,"	179,180" 
2017-09-29T15:00:00Z,"SPY",2017-09-29T19:58:00Z,Buy,219.560586625,219.928345135,884,325.1,8.84,-54.18,356.06,201.25,1,"	181,182" 
2017-10-02T14:00:00Z,"SPY",2017-10-02T16:00:00Z,Buy,220.541275985,220.313615955,883,-201.02,8.83,-201.02,185.56,386.58,0,"	183,184" 
2017-10-02T16:30:00Z,"SPY",2017-10-02T19:58:00Z,Buy,220.49749521,220.81271679,881,277.71,8.81,0,285.42,115.71,1,"	185,186" 
2017-10-04T16:00:00Z,"SPY",2017-10-04T17:50:00Z,Buy,221.77589384,221.46067226,878,-276.76,8.78,-276.76,107.63,384.4,0,"	187,188" 
2017-10-04T19:30:00Z,"SPY",2017-10-04T19:50:00Z,Buy,221.68833229,221.56574612,876,-107.39,8.76,-107.39,15.34,122.73,0,"	189,190" 
2017-10-05T15:30:00Z,"SPY",2017-10-05T19:58:00Z,Buy,222.33628776,222.91419399,872,503.93,8.72,0,565.02,160.34,1,"	191,192" 
2017-10-09T19:30:00Z,"SPY",2017-10-09T19:58:00Z,Sell,222.31877545,222.31877545,877,0,8.77,-30.72,184.3,215.02,0,"	193,194" 
2017-10-16T14:00:00Z,"SPY",2017-10-16T14:25:00Z,Buy,223.605930235,223.360757895,872,-213.79,8.72,-313.05,22.91,335.96,0,"	195,196" 
2017-10-19T14:00:00Z,"SPY",2017-10-19T14:35:00Z,Sell,222.905437835,223.15936633,873,-221.68,8.73,-236.97,160.53,397.49,0,"	197,198" 
2017-10-20T18:30:00Z,"SPY",2017-10-20T19:00:00Z,Buy,225.111988895,224.971890415,862,-120.76,8.62,-120.76,30.19,150.96,0,"	199,200" 
2017-10-23T18:00:00Z,"SPY",2017-10-23T19:58:00Z,Sell,224.8580604,224.236373395,862,535.89,8.62,-30.19,581.18,218.89,1,"	201,202" 
2017-10-25T14:00:00Z,"SPY",2017-10-25T18:00:00Z,Sell,223.9824449,223.360757895,870,540.87,8.7,-152.36,1371.21,853.2,1,"	203,204" 
2017-10-27T14:30:00Z,"SPY",2017-10-27T19:58:00Z,Buy,224.849304245,225.479747405,871,549.12,8.71,-22.88,838.93,327.94,1,"	205,206" 
2017-10-30T16:30:00Z,"SPY",2017-10-30T16:50:00Z,Sell,224.71796192,224.831791935,877,-99.83,8.77,-153.58,0,153.58,0,"	207,208" 
2017-10-30T18:00:00Z,"SPY",2017-10-30T18:25:00Z,Sell,224.77049885,224.98064657,875,-183.88,8.75,-191.54,22.98,214.53,0,"	209,210" 
2017-11-02T14:30:00Z,"SPY",2017-11-02T15:00:00Z,Sell,224.709205765,224.98064657,874,-237.24,8.74,-344.38,0,344.38,0,"	211,212" 
2017-11-02T15:30:00Z,"SPY",2017-11-02T16:05:00Z,Sell,224.87557271,225.13825736,871,-228.8,8.71,-228.8,106.77,335.57,0,"	213,214" 
2017-11-03T17:30:00Z,"SPY",2017-11-03T19:58:00Z,Buy,226.127702875,226.13645903,864,7.57,8.64,-7.57,174,181.57,1,"	215,216" 
2017-11-06T20:00:00Z,"SPY",2017-11-06T20:58:00Z,Buy,226.73187757,226.66182833,862,-60.38,8.62,-60.38,37.74,98.12,0,"	217,218" 
2017-11-07T17:00:00Z,"SPY",2017-11-07T17:55:00Z,Sell,226.13645903,226.320338285,863,-158.69,8.63,-181.36,75.57,256.92,0,"	219,220" 
2017-11-07T18:00:00Z,"SPY",2017-11-07T18:20:00Z,Sell,226.27655751,226.390387525,861,-98.01,8.61,-98.01,0,98.01,0,"	221,222" 
2017-11-07T20:00:00Z,"SPY",2017-11-07T20:55:00Z,Sell,226.197752115,226.390387525,861,-165.86,8.61,-165.86,67.85,233.71,0,"	223,224" 
2017-11-09T17:30:00Z,"SPY",2017-11-09T18:35:00Z,Sell,224.71796192,225.50601587,865,-681.67,8.65,-696.81,166.63,863.44,0,"	225,226" 
2017-11-14T15:00:00Z,"SPY",2017-11-14T15:55:00Z,Sell,225.234575065,225.707407435,857,-405.22,8.57,-435.23,457.75,892.98,0,"	227,228" 
2017-11-15T15:00:00Z,"SPY",2017-11-15T15:20:00Z,Sell,224.078762605,224.534082665,858,-390.66,8.58,-390.66,30.05,420.72,0,"	229,230" 
2017-11-16T15:30:00Z,"SPY",2017-11-16T20:58:00Z,Buy,225.935067465,226.4341683,847,422.74,8.47,0,741.65,341.16,1,"	231,232" 
2017-11-21T15:00:00Z,"SPY",2017-11-21T20:58:00Z,Buy,227.371076885,227.581224605,845,177.57,8.45,-22.2,340.35,229.37,1,"	233,234" 
2017-11-28T16:30:00Z,"SPY",2017-11-28T20:58:00Z,Buy,228.702012445,229.97165492,842,1069.04,8.42,-22.12,1253.36,759.39,1,"	235,236" 
2017-11-29T15:00:00Z,"SPY",2017-11-29T15:30:00Z,Buy,230.74219656,230.190558795,844,-465.58,8.44,-517.31,0,517.31,0,"	237,238" 
2017-11-29T17:00:00Z,"SPY",2017-11-29T17:30:00Z,Sell,229.67394565,229.90160568,843,-191.92,8.43,-265.73,51.67,317.4,0,"	239,240" 
2017-11-30T16:00:00Z,"SPY",2017-11-30T20:20:00Z,Buy,231.49522589,231.67034899,835,146.23,8.35,-14.62,1169.82,1184.45,1,"	241,242" 
2017-12-01T16:30:00Z,"SPY",2017-12-01T18:00:00Z,Sell,229.139820195,230.91731966,845,-1501.99,8.45,-1509.39,473.53,1982.92,0,"	243,244" 
2017-12-01T20:00:00Z,"SPY",2017-12-01T20:20:00Z,Sell,231.03990583,231.162492,825,-101.13,8.25,-144.48,158.92,303.4,0,"	245,246" 
2017-12-05T16:00:00Z,"SPY",2017-12-05T17:05:00Z,Buy,231.871740555,231.40766434,821,-381.01,8.21,-381.01,222.85,603.86,0,"	247,248" 
2017-12-06T16:00:00Z,"SPY",2017-12-06T16:20:00Z,Buy,230.785977335,230.61961039,821,-136.59,8.21,-158.15,0,158.15,0,"	249,250" 
2017-12-07T15:00:00Z,"SPY",2017-12-07T15:20:00Z,Buy,230.77722118,230.645878855,820,-107.7,8.2,-172.32,0,172.32,0,"	251,252" 
2017-12-07T15:30:00Z,"SPY",2017-12-07T16:25:00Z,Buy,230.821001955,230.908563505,819,71.71,8.19,0,286.85,272.51,1,"	253,254" 
2017-12-07T16:30:00Z,"SPY",2017-12-07T19:50:00Z,Buy,231.118711225,230.996125055,819,-100.4,8.19,-200.8,301.19,501.99,0,"	255,256" 
2017-12-07T20:30:00Z,"SPY",2017-12-07T20:58:00Z,Buy,231.18000431,231.188760465,817,7.15,8.17,-157.38,42.92,200.31,1,"	257,258" 
2017-12-11T15:00:00Z,"SPY",2017-12-11T16:10:00Z,Buy,232.887454535,232.572232955,811,-255.64,8.11,-255.64,78.11,333.76,0,"	259,260" 
2017-12-11T19:00:00Z,"SPY",2017-12-11T19:45:00Z,Buy,233.05382148,233.027553015,809,-21.25,8.09,-49.59,21.25,70.84,0,"	261,262" 
2017-12-12T19:30:00Z,"SPY",2017-12-12T19:50:00Z,Buy,234.008242375,233.938193135,805,-56.39,8.05,-112.78,7.05,119.83,0,"	263,264" 
2017-12-13T15:00:00Z,"SPY",2017-12-13T16:20:00Z,Buy,234.1395847,234.148340855,804,7.04,8.04,-133.76,63.36,161.92,1,"	265,266" 
2017-12-14T19:00:00Z,"SPY",2017-12-14T20:58:00Z,Sell,233.062577635,232.72108759,808,275.92,8.08,-91.97,382.05,459.87,1,"	267,268" 
2017-12-15T15:30:00Z,"SPY",2017-12-15T20:58:00Z,Buy,234.235429554,234.358646508,806,99.31,8.06,-177.34,617.16,517.85,1,"	269,270" 
2017-12-18T15:00:00Z,"SPY",2017-12-18T15:40:00Z,Buy,236.268509295,236.066081442,800,-161.94,8,-183.07,35.2,218.27,0,"	271,272" 
2017-12-19T15:00:00Z,"SPY",2017-12-19T16:30:00Z,Sell,235.758039057,235.69643058,800,49.29,8,-119.7,211.23,204.19,1,"	273,274" 
2017-12-19T17:00:00Z,"SPY",2017-12-19T18:10:00Z,Sell,235.379586984,235.546809993,802,-134.11,8.02,-218.82,70.59,289.4,0,"	275,276" 
2017-12-19T20:00:00Z,"SPY",2017-12-19T20:58:00Z,Sell,235.326779718,235.273972452,801,42.3,8.01,-112.8,176.24,289.04,1,"	277,278" 
2017-12-21T18:30:00Z,"SPY",2017-12-21T18:50:00Z,Buy,236.189298396,236.083683864,798,-84.28,7.98,-119.4,0,119.4,0,"	279,280" 
2018-01-02T15:30:00Z,"SPY",2018-01-02T16:40:00Z,Buy,236.242105662,235.925262066,797,-252.52,7.97,-259.54,14.03,273.57,0,"	281,282" 
2018-01-02T20:30:00Z,"SPY",2018-01-02T20:58:00Z,Buy,236.31251535,236.418129882,795,83.96,7.95,-97.96,146.94,97.96,1,"	283,284" 
2018-01-03T15:00:00Z,"SPY",2018-01-03T20:58:00Z,Buy,237.254244927,238.107962394,792,676.14,7.92,0,738.88,313.68,1,"	285,286" 
2018-01-04T15:00:00Z,"SPY",2018-01-04T16:35:00Z,Buy,239.234517402,239.067294393,791,-132.27,7.91,-181.01,215.81,396.82,0,"	287,288" 
2018-01-04T18:00:00Z,"SPY",2018-01-04T20:20:00Z,Buy,239.278523457,239.208113769,790,-55.62,7.9,-125.15,90.39,215.54,0,"	289,290" 
2018-01-04T20:30:00Z,"SPY",2018-01-04T20:50:00Z,Buy,239.30492709,239.102499237,789,-159.72,7.89,-173.6,0,173.6,0,"	291,292" 
2018-01-09T16:30:00Z,"SPY",2018-01-09T17:35:00Z,Buy,242.050904922,241.883681913,779,-130.27,7.79,-157.69,0,157.69,0,"	293,294" 
2018-01-09T18:00:00Z,"SPY",2018-01-09T19:35:00Z,Buy,242.006898867,241.910085546,778,-75.32,7.78,-109.56,178.03,287.59,0,"	295,296" 
2018-01-10T15:00:00Z,"SPY",2018-01-10T15:30:00Z,Sell,240.598705107,240.845139015,782,-192.71,7.82,-289.07,144.53,433.6,0,"	297,298" 
2018-01-11T15:00:00Z,"SPY",2018-01-11T15:30:00Z,Buy,242.094910977,241.910085546,775,-143.24,7.75,-190.99,95.49,286.48,0,"	299,300" 
2018-01-11T17:00:00Z,"SPY",2018-01-11T20:58:00Z,Buy,242.20932672,242.869417545,774,510.91,7.74,-40.87,551.78,211.18,1,"	301,302" 
2018-01-12T15:00:00Z,"SPY",2018-01-12T20:58:00Z,Buy,243.819948333,244.444834314,773,483.04,7.73,-102.05,700.74,435.41,1,"	303,304" 
2018-01-16T15:00:00Z,"SPY",2018-01-16T15:40:00Z,Buy,246.433908,245.677003854,768,-581.3,7.68,-817.88,0,817.88,0,"	305,306" 
2018-01-16T19:30:00Z,"SPY",2018-01-16T20:45:00Z,Sell,243.758339856,244.163195562,772,-312.55,7.72,-394.08,496,890.08,0,"	307,308" 
2018-01-17T17:30:00Z,"SPY",2018-01-17T20:58:00Z,Buy,245.245744515,245.923437762,765,518.44,7.65,0,915.68,417.44,1,"	309,310" 
2018-01-18T15:30:00Z,"SPY",2018-01-18T15:50:00Z,Sell,245.632997799,245.694606276,768,-47.32,7.68,-182.5,0,182.5,0,"	311,312" 
2018-01-18T16:00:00Z,"SPY",2018-01-18T16:20:00Z,Sell,245.588991744,245.967443817,767,-290.27,7.67,-290.27,0,290.27,0,"	313,314" 
2018-01-18T16:30:00Z,"SPY",2018-01-18T17:20:00Z,Sell,245.562588111,245.703407487,765,-107.73,7.65,-148.12,282.78,430.91,0,"	315,316" 
2018-01-22T15:30:00Z,"SPY",2018-01-22T20:58:00Z,Buy,247.57806543,248.537397429,758,727.17,7.58,-260.18,753.86,300.21,1,"	317,318" 
2018-01-23T16:00:00Z,"SPY",2018-01-23T17:00:00Z,Buy,249.470325795,249.118277355,758,-266.85,7.58,-326.89,100.07,426.96,0,"	319,320" 
2018-01-24T18:30:00Z,"SPY",2018-01-24T18:50:00Z,Sell,248.643011961,249.232693098,758,-446.98,7.58,-446.98,0,446.98,0,"	321,322" 
2018-01-26T18:00:00Z,"SPY",2018-01-26T20:58:00Z,Buy,250.931326821,251.908261242,748,730.75,7.48,0,842.66,197.5,1,"	323,324" 
2018-01-29T16:00:00Z,"SPY",2018-01-29T16:50:00Z,Sell,251.054543775,251.371387371,753,-238.58,7.53,-397.64,238.58,636.22,0,"	325,326" 
2018-01-30T15:00:00Z,"SPY",2018-01-30T15:45:00Z,Sell,248.176547778,248.519795007,760,-260.87,7.6,-468.22,468.22,936.45,0,"	327,328" 
