volume,open,high,low,close,caldt
60256112.0,523.39,524.11,521.91,522.2,2024-03-21 00:00:00-04:00
79070842.0,522.11,522.605,520.97,521.21,2024-03-22 00:00:00-04:00
48512108.0,519.8,520.95,519.61,519.77,2024-03-25 00:00:00-04:00
65463744.0,521.23,521.58,518.4,518.81,2024-03-26 00:00:00-04:00
82999777.0,521.71,523.21,519.485,523.17,2024-03-27 00:00:00-04:00
96294886.0,523.21,524.61,522.78,523.07,2024-03-28 00:00:00-04:00
62477540.0,523.83,524.38,520.97,522.16,2024-04-01 00:00:00-04:00
74230308.0,518.24,518.98,516.48,518.84,2024-04-02 00:00:00-04:00
59155759.0,517.72,520.95,517.665,519.41,2024-04-03 00:00:00-04:00
96858074.0,523.52,523.8674,512.755,513.07,2024-04-04 00:00:00-04:00
74546483.0,514.46,520.44,514.01,518.43,2024-04-05 00:00:00-04:00
48401752.0,519.15,520.18,517.89,518.72,2024-04-08 00:00:00-04:00
68124385.0,520.5,520.75,514.35,519.32,2024-04-09 00:00:00-04:00
82652806.0,513.48,516.16,512.09,514.12,2024-04-10 00:00:00-04:00
70099007.0,515.68,519.48,512.08,518.0,2024-04-11 00:00:00-04:00
92561094.0,514.37,515.815,509.08,510.85,2024-04-12 00:00:00-04:00
92101447.0,515.13,515.3,503.58,504.45,2024-04-15 00:00:00-04:00
73484020.0,504.94,506.5,502.21,503.53,2024-04-16 00:00:00-04:00
75910305.0,506.05,506.22,499.12,500.55,2024-04-17 00:00:00-04:00
74548085.0,501.98,504.13,498.56,499.52,2024-04-18 00:00:00-04:00
102212587.0,499.44,500.455,493.86,495.16,2024-04-19 00:00:00-04:00
67961048.0,497.83,502.38,495.43,499.72,2024-04-22 00:00:00-04:00
