volume,open,high,low,close,caldt
70030367,616.36,618.83,615.52,617.65,2025-07-01 16:00:00
66513688,617.24,620.49,616.61,620.45,2025-07-02 16:00:00
51072797,622.45,626.28,622.43,625.34,2025-07-03 16:00:00
74815186,623.36,624.03,617.87,620.68,2025-07-07 16:00:00
59024895,621.35,622.11,619.52,620.34,2025-07-08 16:00:00
66113977,622.77,624.72,620.91,624.06,2025-07-09 16:00:00
57532870,624.2,626.87,623.01,625.82,2025-07-10 16:00:00
63670637,622.74,624.86,621.53,623.62,2025-07-11 16:00:00
51899583,623.16,625.16,621.8,624.81,2025-07-14 16:00:00
74317386,627.52,627.86,622.06,622.14,2025-07-15 16:00:00
88987693,623.74,624.73,618.05,624.22,2025-07-16 16:00:00
68885870,624.4,628.4,624.18,628.04,2025-07-17 16:00:00
65622093,629.3,629.47,626.46,627.58,2025-07-18 16:00:00
63376010,628.77,631.54,628.34,628.77,2025-07-21 16:00:00
60046621,629.1,629.73,626.19,628.86,2025-07-22 16:00:00
70512990,631.55,634.21,629.73,634.21,2025-07-23 16:00:00
71307376,634.6,636.15,633.99,634.42,2025-07-24 16:00:00
56865820,635.09,637.58,634.84,637.1,2025-07-25 16:00:00
54918618,637.48,638.04,635.54,636.94,2025-07-28 16:00:00
60557884,638.35,638.67,634.34,635.26,2025-07-29 16:00:00
80420979,635.92,637.68,631.54,634.46,2025-07-30 16:00:00
103387606,639.46,639.85,630.77,632.08,2025-07-31 16:00:00
140106417,626.3,626.34,619.29,621.72,2025-08-01 16:00:00
73220042,625.67,631.22,625.58,631.17,2025-08-04 16:00:00
68052271,631.79,632.61,627.04,627.97,2025-08-05 16:00:00
64359137,629.05,633.44,628.13,632.78,2025-08-06 16:00:00
74206561,636.24,636.98,629.11,632.25,2025-08-07 16:00:00
64056217,634.06,637.65,633.74,637.18,2025-08-08 16:00:00
58744537,637.46,638.95,634.66,635.92,2025-08-11 16:00:00
64822175,638.29,642.85,636.79,642.69,2025-08-12 16:00:00
60093006,644.91,646.19,642.68,644.89,2025-08-13 16:00:00
59327757,642.79,645.62,642.34,644.95,2025-08-14 16:00:00
68594544,645.99,646.09,642.52,643.44,2025-08-15 16:00:00
43805023,642.86,644.0,642.18,643.3,2025-08-18 16:00:00
69751508,643.12,644.11,638.48,639.81,2025-08-19 16:00:00
88891102,639.4,639.66,632.95,638.11,2025-08-20 16:00:00
54806160,636.28,637.97,633.81,635.55,2025-08-21 16:00:00
84083457,637.76,646.5,637.25,645.31,2025-08-22 16:00:00
51275083,644.04,645.29,642.35,642.47,2025-08-25 16:00:00
51582170,642.2,645.51,641.57,645.16,2025-08-26 16:00:00
48341631,644.57,647.37,644.42,646.63,2025-08-27 16:00:00
61520275,647.24,649.48,645.34,648.92,2025-08-28 16:00:00
74524646,647.47,647.84,643.14,645.05,2025-08-29 16:00:00
81983621,637.5,640.49,634.92,640.27,2025-09-02 16:00:00
70822514,642.67,644.21,640.46,643.74,2025-09-03 16:00:00
65219924,644.42,649.15,643.51,649.12,2025-09-04 16:00:00
85181094,651.48,652.21,643.33,647.24,2025-09-05 16:00:00
63133946,648.62,649.84,647.23,648.83,2025-09-08 16:00:00
66136837,648.97,650.86,647.22,650.33,2025-09-09 16:00:00
78035858,653.62,654.55,650.63,652.21,2025-09-10 16:00:00
69935530,654.18,658.33,653.59,657.63,2025-09-11 16:00:00
72783156,657.6,659.11,656.9,657.41,2025-09-12 16:00:00
63773827,659.64,661.04,659.34,660.91,2025-09-15 16:00:00
61169168,661.47,661.78,659.21,660.0,2025-09-16 16:00:00
101952832,660.01,661.72,654.3,659.18,2025-09-17 16:00:00
90460660,661.89,664.89,660.27,662.26,2025-09-18 16:00:00
97946711,662.33,664.55,660.37,663.7,2025-09-19 16:00:00
69454699,662.2,667.29,662.17,666.84,2025-09-22 16:00:00
81711173,666.72,667.34,661.98,663.21,2025-09-23 16:00:00
68082762,664.51,664.61,659.67,661.1,2025-09-24 16:00:00
89629504,657.94,659.41,654.41,658.05,2025-09-25 16:00:00
69180828,659.51,662.37,657.88,661.82,2025-09-26 16:00:00
73502487,664.36,665.28,661.86,663.68,2025-09-29 16:00:00
86290482,662.93,666.65,661.61,666.18,2025-09-30 16:00:00
72545647,663.17,669.37,663.06,668.45,2025-10-01 16:00:00
56900447,670.45,670.57,666.78,669.22,2025-10-02 16:00:00
70496017,669.99,672.68,668.16,669.21,2025-10-03 16:00:00
54623356,671.62,672.51,669.46,671.61,2025-10-06 16:00:00
72020691,672.54,672.99,667.67,669.12,2025-10-07 16:00:00
60702263,670.25,673.21,669.42,673.11,2025-10-08 16:00:00
66502149,673.53,673.94,669.21,671.16,2025-10-09 16:00:00
159425746,672.13,673.95,652.84,653.02,2025-10-10 16:00:00
79561716,660.65,665.13,659.77,663.04,2025-10-13 16:00:00
88781031,657.17,665.83,653.17,662.23,2025-10-14 16:00:00
81703817,666.82,670.23,658.93,665.17,2025-10-15 16:00:00
110568408,666.82,668.71,657.11,660.64,2025-10-16 16:00:00
96503161,659.5,665.76,658.14,664.39,2025-10-17 16:00:00
60493849,667.32,672.21,667.27,671.3,2025-10-20 16:00:00
56249561,671.44,672.99,669.98,671.29,2025-10-21 16:00:00
80564218,672.0,672.0,663.3,667.8,2025-10-22 16:00:00
65606857,668.12,672.71,667.8,671.76,2025-10-23 16:00:00
74367788,676.46,678.47,675.65,677.25,2025-10-24 16:00:00
63341013,682.73,685.54,682.12,685.24,2025-10-27 16:00:00
61739113,687.05,688.91,684.83,687.06,2025-10-28 16:00:00
85362427,688.72,689.7,682.87,687.39,2025-10-29 16:00:00
76336009,683.9,685.94,679.83,679.83,2025-10-30 16:00:00
87164122,685.04,685.08,679.24,682.06,2025-10-31 16:00:00
57335348,685.67,685.8,679.94,683.34,2025-11-03 16:00:00
78428132,676.11,679.96,674.58,675.24,2025-11-04 16:00:00
74403302,674.98,680.86,674.17,677.58,2025-11-05 16:00:00
85038056,676.47,677.38,668.72,670.31,2025-11-06 16:00:00
100594361,667.91,671.08,661.21,670.97,2025-11-07 16:00:00
75844616,677.24,682.18,675.03,681.44,2025-11-10 16:00:00
58954074,679.95,683.57,678.73,683.0,2025-11-11 16:00:00
62314239,684.79,684.96,680.95,683.38,2025-11-12 16:00:00
103459456,680.5,680.86,670.52,672.04,2025-11-13 16:00:00
96846886,665.38,675.66,663.27,671.93,2025-11-14 16:00:00
90456460,669.7,673.71,662.17,665.67,2025-11-17 16:00:00
114467763,662.1,665.12,655.86,660.08,2025-11-18 16:00:00
94704102,660.78,667.34,658.75,662.63,2025-11-19 16:00:00
165294985,672.91,675.56,651.89,652.53,2025-11-20 16:00:00
123957152,655.05,664.55,650.85,659.03,2025-11-21 16:00:00
80438201,662.69,670.06,661.59,668.73,2025-11-24 16:00:00
81078102,668.63,676.21,664.48,675.02,2025-11-25 16:00:00
